,product,item_code,store,brand,url,price,item description,image url
115,Վարդեր «Jumilia» վարդագույն 29 հատ,N:000498,Baghramyan Varder,,https://4u.am/hy/product/varder-jumilia-vardaguyn-29-hat,26100,"Վարդեր «Jumilia» վարդագույն:


Քանակը ՝ 29 հատ:


Երկարությունը՝ 80 սմ:",https://static.4u.am/origin/product/1024/7I4iYQnFV8tB1LjK.jpg
116,Ծաղկեփունջ «Օպիդո» լիզիանտուսներով և դաշտային ծաղիկներով,N:089475,Poppy Flowers,,https://4u.am/hy/product/cagkepunj-opido-liziantusnerov-ev-dastayin-cagiknerov,12000,"Ծաղիկները՝ լիզիանտուս, դաշտային ծաղիկներ


Ծաղիկների քանակը՝ 

Լիզիանտուս՝ 20 ճյուղ


Ծաղկեփնջի չափերը`
Լայնությունը՝ 50 սմ
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/qp5AL1gsHIb-4SbV.jpg
117,Ծաղկեփունջ «Մանիլա» վարդերով,N:086163,Bella,,https://4u.am/hy/product/cagkepunj-manila-varderov,14000,"Ծաղիկները՝ Փնջային վարդ, վարդ, չորածաղիկ, դաշտային ծաղիկ, լիմոնիում, լվածաղիկ


Ծաղիկների քանակը՝
Փնջային վարդ՝ 5 ճյուղ

Վարդ՝ 5 հատ
Չորածաղիկ՝ 1 կապ
Լիմոնիում՝ 0,5 կապ
Դաշտային ծաղիկ՝ 1 կապ
Տանացետում՝ 0,5 կապ

Ծաղկեփնջի չափերը՝
Տրամագիծը՝ 39 սմ
Բարձրությունը՝ 45 սմ",https://static.4u.am/origin/product/1024/EeekPMqiyFtl3V-S.jpg
118,Կոմպոզիցիա «Դիանո» փնջային վարդերով,N:093737,Cataleya,,https://4u.am/hy/product/kompozicia-diano-pnjayin-varderov,30000,"Ծաղիկները՝ փնջային վարդ՝ 1 կապ։

Կոմպոզիցիայի չափերը՝
Բարձրությունը՝ 31 սմ
Լայնությունը՝ 30 սմ


Մատուցվում է գեղեցիկ տուփով՝ ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/fnDoOY-zubcNRLCt.jpg
119,Կոմպոզիցիա ''Բատեա'' վարդերով և թրաշուշաններով,N:090517,Flowers Kiosq,,https://4u.am/hy/product/kompozicia-batea-varderov-ev-trasusannerov,45000,"Ծաղկեփունջը ներառում է՝
- վարդ
- պիոնանման վարդ
- թրաշուշան
- գեորգինա
- աստղածաղիկ
- լիզիանտուս
- քրիզանթեմ
- անթուրիում
- ամարանտ
- զինածաղիկ
- դեկորատիվ բույսեր

Ծաղկեփնջի չափսերը՝
Լայնություն՝ 56 սմ
Բարձրություն՝ 46 սմ

Պատվիրել առաքումից առնվազն 1 օր շուտ։",https://static.4u.am/origin/product/1024/4DDglmMdA3EYg6Jt.jpg
120,Ծաղկեփունջ «Կորդովա» վարդագույն փնջային վարդերով,N:079749,Bella,,https://4u.am/hy/product/cagkepunj-kordova-vardaguyn-pnjayin-varderov,56000,"Ծաղիկներ՝ փնջային վարդ:
Երկարությունը՝ 70 սմ:
Քանակը՝ 4 կապ:",https://static.4u.am/origin/product/1024/txzLYMjqiMRP_9Hd.jpg
121,Կոմպոզիցիա «Բանարի» փնջային վարդերով և լիմոնիումներով,N:090626,Cataleya,,https://4u.am/hy/product/kompozicia-banari-pnjayin-varderov-ev-limoniumnerov,17150,"Ծաղիկները՝ փնջային վարդ, լիմոնիում, գիպսոֆիլիա։


Ծաղիկների քանակը՝
Փնջային վարդ՝ 11 ճյուղ
Լիմոնիում՝ 3 ճյուղ
Գիպսոֆիլիա՝ 2 ճյուղ


Կոմպոզիցիայի չափերը՝
Բարձրությունը՝ 19 սմ
Լայնությունը՝ 38 սմ


Մատուցվում է գեղեցիկ տուփով՝ ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/ticD_Sw2xVJ3xeaB.jpg
122,"Կոմպոզիցիա «Տորոնտո» փնջային վարդերով, քրիզանթեմներով, կոնֆետներով",N:077320,Bella,,https://4u.am/hy/product/kompozicia-toronto-pnjayin-varderov-krizantemnerov-konfetnerov,30000,"Ծաղիկները՝ փնջային վարդ, վարդ, քրիզանթեմ


Կոմպոզիցիայի չափերը`


Լայնությունը՝ 46 սմ
Երկարությունը՝  35 սմ

Ծաղիկների քանակը՝ 
Փնջային վարդ՝ 5 ճյուղ
Վարդ՝ 9 հատ
Քրիզանթեմ՝ 1 կապ

Կոնֆետների քանակը՝ 12",https://static.4u.am/origin/product/1024/spPWh8QRWQ53lB4B.jpg
123,Ծաղկեփունջ «Անոյա» փնջային վարդերով,N:089191,Baghramyan Varder,,https://4u.am/hy/product/cagkepunj-anoya-pnjayin-varderov,56000,"Ծաղիկները՝ փնջային վարդեր


Ծաղիկների քանակը՝
Փնջային վարդեր՝ 4 կապ


Ծաղկեփնջի չափերը՝
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/nTg6AH-XmkTrHc5a.jpg
124,Կոմպոզիցիա ''Բալբոա'' վարդերով և գեորգինաներով,N:090515,Flowers Kiosq,,https://4u.am/hy/product/kompozicia-balboa-varderov-ev-georginanerov,73000,"Ծաղկեփունջը ներառում է՝
- վարդ
- պիոնանման վարդ
- փնջային վարդ
- գեորգինա
- լիզիանտուս
- թրաշուշան
- քրիզանթեմ
- էվկալիպտ
- աստղածաղիկ
- մեխակ
- դեկորատիվ բույսեր

Ծաղկեփնջի չափսերը՝
Լայնություն՝ 93 սմ
Բարձրություն՝ 65 սմ

Պատվիրել առաքումից առնվազն 1 օր շուտ։",https://static.4u.am/origin/product/1024/NO6uxYBBtTEu8Xzu.jpg
125,Ծաղկեփունջ «Մուսոնի» դրախտավարդերով և լիզիանտուսներով,N:087719,Poppy Flowers,,https://4u.am/hy/product/cagkepunj-musoni-draxtavarderov-ev-liziantusnerov,17000,"Ծաղիկները՝ վարդ, դրախտավարդ, լիզիանտուս, դաշտային ծաղիկներ և դեկորատիվ կանաչ


Ծաղիկների քանակը՝ 
Վարդ՝ 5 հատ
Դրախտավարդ՝ 1 հատ
Լիզիանտուս՝ 20 ճյուղ



Ծաղկեփնջի չափերը`
Լայնությունը՝ 50 սմ
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/c4R6BFRkyByQHq-w.jpg
126,Փնջային վարդեր վարդագույն,N:077337,Baghramyan Varder,,https://4u.am/hy/product/pnjayin-varder-vardaguyn,28000,"Ծաղիկներ՝ փնջային վարդ:
Երկարությունը՝ 70 սմ:
Քանակը՝ 2 կապ:",https://static.4u.am/origin/product/1024/ARMFTjdFK2umw34x.jpg
127,Ծաղկեփունջ «Բրանտֆորդ» վարդերով և չորածաղիկներով,N:018323,Bella,,https://4u.am/hy/product/cagkepunj-brantford-varderov-ev-coracagiknerov,20000,"Ծաղիկներ՝ վարդ, չորածաղիկներ:

Ծաղիկների քանակը՝
Վարդ՝ 1 կապ
Չորածաղիկ՝ 2 կապ


Ծաղկեփնջի չափերը՝


Երկարությունը՝ 60 սմ
Տրամագիծը՝ 40 սմ",https://static.4u.am/origin/product/1024/5MRpzzYCtegRCmew.jpg
128,Ծաղկեփունջ «Անտոնիմինա» փնջային վարդերով,N:089192,Baghramyan Varder,,https://4u.am/hy/product/cagkepunj-antonimina-pnjayin-varderov,56000,"Ծաղիկները՝ փնջային վարդեր


Ծաղիկների քանակը՝
Փնջային վարդեր՝ 4 կապ


Ծաղկեփնջի չափերը՝
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/d_MiMZRYmtwofv1O.jpg
129,Ծաղկեփունջ «Լարդերո» վարդերով,N:018294,Bella,,https://4u.am/hy/product/cagkepunj-lardero-varderov,10000,"Ծաղիկներ՝ վարդ:

Ծաղիկների քանակը՝

Ջումելիա՝ 15 հատ


Ծաղկեփնջի չափսերը՝

Երկարությունը՝ 60 սմ
Տրամագիծը՝ 40 սմ",https://static.4u.am/origin/product/1024/QVMvtdnaUbN-10wV.jpg
130,Ծաղկեփունջ «Մալե» փնջային վարդերով,N:086178,Bella,,https://4u.am/hy/product/cagkepunj-male-pnjayin-varderov,12000,"Ծաղիկները՝ Փնջային վարդ, էվկալիպտ, գիպսոֆիլիա, լիմոնիում, քրիզանթեմ


Ծաղիկների քանակը՝

Փնջային վարդ՝ 5 ճյուղ
Լիմոնիում՝ կես կապ
Էվկալիպտ՝ 1 կապ
Գիպսոֆիլիա՝ 1 ճյուղ
Քրիզանթեմ՝ 2 ճյուղ

Ծաղկեփնջի չափերը՝
Տրամագիծը՝ 46 սմ
Բարձրությունը՝ 57 սմ",https://static.4u.am/origin/product/1024/N97TvDOvsIn5g3_4.jpg
131,Ծաղկեփունջ «Լա Մալբե» դրախտավարդերով և լիզիանտուսներով,N:087731,Poppy Flowers,,https://4u.am/hy/product/cagkepunj-la-malbe-draxtavarderov-ev-liziantusnerov,17000,"Ծաղիկները՝ վարդ, դրախտավարդ, լիզիանտուս, դաշտային ծաղիկներ և դեկորատիվ կանաչ


Ծաղիկների քանակը՝ 
Վարդ՝ 7 հատ
Դրախտավարդ՝ 1 հատ
Լիզիանտուս՝ 20 ճյուղ



Ծաղկեփնջի չափերը`
Լայնությունը՝ 50 սմ
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/Gzg2O7VhIZGs_hR7.jpg
132,Կոմպոզիցիա «Տրեվիսո» վարդերով,N:026120,Bella,,https://4u.am/hy/product/kompozicia-treviso-varderov,35000,"Ծաղիկները՝ վարդ, չորածաղիկ:

Ծաղիկների քանակները՝
Վարդ՝ 2 փունջ
Գիպսոֆիլա՝ 2 ճյուղ


Կոմպոզիցիայի չափերը՝
Երկարությունը՝ 47 սմ
Տրամագիծը՝ 51 սմ",https://static.4u.am/origin/product/1024/JmKYq2ogEhlqEzdj.jpg
133,Ծաղկեփունջ ''Բադալոնա'' վարդերով և քրիզանթեմներով,N:090505,Flowers Kiosq,,https://4u.am/hy/product/cagkepunj-badalona-varderov-ev-krizantemnerov,36000,"Ծաղկեփունջը ներառում է՝
- վարդ
- պիոնանման վարդ
- փնջային վարդ
- էվկալիպտ
- քրիզանթեմ
- աստղածաղիկ
- գեորգինա
- մեխակ
- սարի սմբուլ

Ծաղկեփնջի չափսերը՝
Լայնություն՝ 65 սմ
Բարձրություն՝ 50 սմ

Պատվիրել առաքումից առնվազն  օր շուտ։",https://static.4u.am/origin/product/1024/bRd37OuP3u1pY6GS.jpg
134,Վարդեր «Armine» դեղին 45 հատ,N:074047,Baghramyan Varder,,https://4u.am/hy/product/varder-armine-degin-45-hat,45000,"Վարդեր «Armine» դեղին:
Ծաղիկներ՝ վարդ:
Երկարությունը՝ 80 սմ:
Քանակը՝ 45 հատ:
Այն մատուցվում է այնպես, ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/8Sc-lVbasuFpCsDn.jpg
135,Վարդ «EM Flowers» հավերժական 17սմ,N:024388,EM flowers,,https://4u.am/hy/product/vard-em-flowers-haverzakan-17sm-4,17000,"Ծաղիկներ՝ վարդ:
 Օգտագործվում են բացառապես երկարակյաց բնական վարդեր, որոնք չեն թառամում 3 և ավելի տարի: Ծաղիկները անցնում են հատուկ մշակում, որի շնորհիվ պահպանում են իրենց թարմությունն այսքան երկար: Անվնաս են առողջության համար: Պահպանել ոչ խոնավ, չոր վայրում, արևի ճառագայթներից հեռու: Կենդանի, բնական, կայունացված վարդեր, որոնք կդառնան շքեղ նվեր կամ ինտերիերի ձևավորում: 


Կոլբայի բարձրությունը: 17 սմ",https://static.4u.am/origin/product/1024/yr2tYPtjNprbRMGP.jpg
136,Ծաղկեփունջ «Լիվնի» փնջային վարդերով,N:085658,Cataleya,,https://4u.am/hy/product/cagkepunj-livni-pnjayin-varderov,18000,"Ծաղիկները՝ փնջային վարդ:


Ծաղիկների քանակը՝
Փնջային վարդ՝ 11 ճյուղ


Ծաղկեփունջի չափերը՝
Բարձրությունը՝ 64 սմ
Տրամագիծը՝ 38 սմ


Մատուցվում է գեղեցիկ փաթեթավորմամբ՝ ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/3An82fEh0GXVyMit.jpg
137,Կոմպոզիցիա «Բիվոնջի» փնջային վարդերով և լիզիանտուսներով,N:089472,Poppy Flowers,,https://4u.am/hy/product/kompozicia-bivonji-pnjayin-varderov-ev-liziantusnerov,20000,"Ծաղիկները՝ փնջային վարդ, դրախտավարդ, լիզիանտուս, անթորիում, դաշտային ծաղիկներ


Ծաղիկների քանակը՝ 
Փնջային վարդ՝ 6 ճյուղ 
Դրախտավարդ՝ 2 հատ
Լիզիանտուս՝ 7 ճյուղ
Անթորիում՝ 3 հատ


Ծաղկեփնջի չափերը`
Լայնությունը՝ 40 սմ
Երկարությունը՝ 40 սմ",https://static.4u.am/origin/product/1024/uRO63vBD8hvELLqP.jpg
138,Ծաղկեփունջ «Վիգանելլա» փնջային վարդերով և գիպսոֆիլիաներով,N:039670,Cataleya,,https://4u.am/hy/product/cagkepunj-viganella-pnjayin-varderov-ev-gipsofilianerov,35000,"Ծաղիկները՝ փնջային վարդ, գիպսոֆիլիա:


Ծաղիկների քանակը՝
Փնջային վարդ՝ 21 ճյուղ
Գիպսոֆիլիա՝ 5 ճյուղ



Ծաղկեփնջի չափերը՝
Բարձրությունը՝ 50 սմ
Տրամագիծը՝ 40 սմ


Մատուցվում է գեղեցիկ փաթեթավորմամբ՝ ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/BSdzNLkttp0wSJcO.jpg
139,Ծաղկեփունջ «Maretim» վարդերով 51 հատ,N:089220,Baghramyan Varder,,https://4u.am/hy/product/cagkepunj-maretim-varderov-51-hat,51000,"Ծաղիկները՝ վարդեր


Ծաղիկների քանակը՝
Վարդեր՝ 51 հատ


Ծաղկեփնջի չափերը՝
Երկարությունը՝ 80 սմ",https://static.4u.am/origin/product/1024/PWIqttsFyR6L5Kqb.jpg
140,Ծաղկեփունջ «Օրիլիա» դրախտավարդերով և լիզիանտուսներով,N:087730,Poppy Flowers,,https://4u.am/hy/product/cagkepunj-orilia-draxtavarderov-ev-liziantusnerov,19000,"Ծաղիկները՝ վարդ, դրախտավարդ, լիզիանտուս, դաշտային ծաղիկներ և դեկորատիվ կանաչ


Ծաղիկների քանակը՝ 
Վարդ՝ 5 հատ
Դրախտավարդ՝ 2 հատ
Լիզիանտուս՝ 20 ճյուղ



Ծաղկեփնջի չափերը`
Լայնությունը՝ 50 սմ
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/6X-vDGqToKxV2Eox.jpg
141,Վարդեր «Talea» 15 հատ,N:074093,Baghramyan Varder,,https://4u.am/hy/product/varder-talea-15-hat,12000,"Վարդեր  «Talea»:
Ծաղիկներ՝ վարդ:
Երկարությունը՝ 80 սմ:
Քանակը՝ 15 հատ:
Այն մատուցվում է այնպես, ինչպես պատկերված է նկարում:",https://static.4u.am/origin/product/1024/wf3JcJAF7ncKjFTz.jpg
142,Ծաղկեփունջ «Սինոպոլի» անթորիումով և լիզիանտուսներով,N:089432,Poppy Flowers,,https://4u.am/hy/product/cagkepunj-sinopoli-antoriumov-ev-liziantusnerov,13000,"Ծաղիկները՝ լիզիանտուս, փնջային վարդ, անթորիում, դաշտային ծաղիկներ


Ծաղիկների քանակը՝ 

Լիզիանտուս՝ 10 ճյուղ
Անթորիում՝ 2 հատ
Փնջային վարդեր՝ 5 ճյուղ



Ծաղկեփնջի չափերը`
Լայնությունը՝ 50 սմ
Երկարությունը՝ 70 սմ",https://static.4u.am/origin/product/1024/NN7QNyCPX3oA0Lef.jpg
143,Փնջային վարդեր սպիտակ,N:077333,Baghramyan Varder,,https://4u.am/hy/product/pnjayin-varder-spitak,28000,"Ծաղիկներ՝ փնջային վարդ:
Երկարությունը՝ 70 սմ:
Քանակը՝ 2 կապ:",https://static.4u.am/origin/product/1024/vWswkgKB8AkQaT0t.jpg
144,Նվեր-տուփ «THE BOX» №97,N:052798,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no97,43000,"Նվեր-տուփը ներառում է՝ 

- վիսկի Chivas Regal 700 մլ, 2 տարեկան
- նուշ՝ 400 գ
- հնդկական ընկույզ՝ 400 գ
- ծիրանի չիր՝ 350 գ
- սալորաչիր՝ 350 գ

Տուփի տեսակը՝ փայտ
Տուփի չափերը՝ 
Երկարությաուն՝ 33 սմ
Լայնությունը՝ 19 սմ
Բարձրությունը՝ 9 սմ",https://static.4u.am/origin/product/1024/Os4HpjgRs1hRQxi1.jpg
145,Նվեր-տուփ «THE BOX» №224,N:077634,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no224,25000,"Նվեր-տուփը ներառում է՝ 
- Փրփրուն գինի Jp. Chenet 750 մլ 1 հատ
- մակարուններ 3 հատ
- նուշ 100գ
- բույս սուկուլենտ 1 հատ
- մոմ 1 հատ
- կոնֆետներ 3 հատ

Տուփի չափերը.
Երկարությունը՝ 25 սմ:
Լայնությունը՝ 25 սմ:
Բարձրությունը՝ 8 սմ",https://static.4u.am/origin/product/1024/kzw980IX7Q8OWiJI.jpg
146,Նվեր-տուփ «THE BOX» №227,N:077639,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no227,12900,"Նվեր-տուփը ներառում է՝ 
- Արջուկ 1 հատ
- Raffaello 16 հատ
- սրտիկ կոնֆետներ 3 հատ
- փոքր սրտիկ կոնֆետներ 50 գ

Տուփի չափերը.
Տրամագիծը՝ 19 սմ:
Բարձրությունը՝ 19 սմ",https://static.4u.am/origin/product/1024/GIpklJltvvUi4kvH.jpg
147,Քաղցր կոմպոզիցիա «THE BOX» №230,N:077642,THE BOX,,https://4u.am/hy/product/kagcr-kompozicia-the-box-no230,9500,"Նվեր-տուփը ներառում է՝ 
- Merci կոնֆետներ 23 հատ
- Ferrero Rocher կոնֆետներ 12 հատ

Չափերը.
Տրամագիծը՝ 15 սմ:
Բարձրությունը՝ 7 սմ",https://static.4u.am/origin/product/1024/_Zi913A3Q7lG1YUU.jpg
148,Նվեր-տուփ «THE BOX» №88,N:051040,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no88,7500,"Նվեր-տուփը ներառում է՝ 

- Դեղձի ջեմ` 450 մլ
- Մեղր` 30 գ
- Մեղրի գդալ
- Մեխակ՝ 20 գ
- Դարչին՝ 2 հատ
- Շոկոլադ Lee` 1 հատ
- Նարնջի չիպս
- Թեյ՝ խոտաբույսերով
- Թրմիչ

Տուփի չափերը՝ 
Երկարությաուն՝ 24 սմ
Լայնությունը՝ 20 սմ
Բարձրությունը՝ 8 սմ",https://static.4u.am/origin/product/1024/dQcDWpVt2cQM9cHi.jpg
149,Նվեր տուփ «THE BOX» №220,N:076580,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no220,4800,"Նվեր-տուփը ներառում է՝

- գարեջուր Dargett Vienna Lager 330 մլ 1 հատ
- բաժակ գարեջրի 350 մլ 1 հատ
- գետնանուշ 150 գրամ
- աղի կրեկերներ 150 գրամ


Տուփի չափերը՝
Երկարությունը՝ 25 սմ
Լայնությունը՝ 20 սմ
Բարձրությունը՝ 7 սմ",https://static.4u.am/origin/product/1024/LqOzHouJL7zI3F9D.jpg
150,Նվեր տուփ «THE BOX» Նուտելլա,N:004025,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-nutella,12500,"Նվեր տուփը ներառում է` նոթատետր, Nutella, գրիչ`2 հատ, Kinder bueno`2 հատ, Kinder delice, Kinder joy ձվիկ, Kinder country, Kinder բատոն, Nuttela ներարկիչ:
Տուփի չափերը.
Երկարությունը՝ 25 սմ:
Լայնությունը՝ 15 սմ:


",https://static.4u.am/origin/product/1024/vmKC3SmbZwN3Yio7.jpg
151,Նվեր-տուփ «THE BOX» №66,N:030474,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no66,5500,"Նվեր-տուփը ներառում է՝ մեղր 370գ, խոտաբույսերով թեյ 50գ, թխվածքաբլիթներ 7 հատ:

Նվեր տուփի չափը՝ 
Երկարությունը՝ 24 սմ:
Լայնությունը՝ 13 սմ:
Բարձրությունը՝ 9 սմ:
Տուփը՝ փայտե:",https://static.4u.am/origin/product/1024/xdNkQMdODUK8DwhE.jpg
152,Նվեր-տուփ «THE BOX» №89,N:051874,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no89,22000,"Նվեր-տուփը ներառում է՝ 

- վիսկի Jack Daniel’s 0.05լ, 3 հատ
- թղվածքաբլիթ շոկոլադե 100գրամ

- շոկոլադ Ritter Sport 5 հատ

- նուշ 100 գրամ 
- պնդուկ100 գրամ 
- ընկույզ 7 հատ
- վիսկիի բաժակ

Տուփի չափերը՝ 
Երկարությաուն՝ 25 սմ
Լայնությունը՝ 25 սմ
Բարձրությունը՝ 8 սմ",https://static.4u.am/origin/product/1024/-pu7sB9i7TVCIDPd.jpg
153,Շոկոլադապատ ելակ «Sweet Elak»  You make me smile,N:051988,Sweet Elak,,https://4u.am/hy/product/sokoladapat-elak-sweet-elak-you-make-me-smile,9500,"Տուփը ներառում է 9 շոկոլադապատ ելակ։ 
Շոկոլադը՝ բելգիական
Տուփի չափերը՝  16x16x4.5սմ

",https://static.4u.am/origin/product/1024/G9o1Z3D1m9KI0qjz.jpg
154,Նվեր-տուփ «THE BOX» №243,N:078078,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no243,29500,"Նվեր-տուփը ներառում է՝
- Փրփրուն գինի Jp. Chenet  750 մլ 1 հատ
- շամպայնի բաժակ 1 հատ
- հնդկական ընկույզ 50 գ
- նուշ 50 գ
- չրի տեսականի 150 գ
- LEE կոնֆետներ 10 հատ
- շարֆ 1 հատ

Տուփի չափերը՝Երկարությունը՝ 25 սմ:
Լայնությունը՝ 21 սմ
Բարձրությունը՝ 30 սմ",https://static.4u.am/origin/product/1024/Uon79CUbogmUkg2I.jpg
155,Նվեր-տուփ «Crafts by Ro» №16,N:080018,Crafts by Ro,,https://4u.am/hy/product/nver-tup-crafts-by-ro-no16,32000,"Նվեր-տուփն իր մեջ ներառում է`
- Նորածնի խաղալիք նապաստակ 30 սմ
- փայտե ամրակով չխչխկան նապաստակ
- ամրակ
- վուշե գոգնոց
- մազակալների հավաքածու
- գործված գլխարկ 0-6 ամսեկան փոքրիկների համար
- երեխայի տարիքը նշող փայտե կլորակներ

Այն հիանալի նվեր է նորածնին և նրա ծնողներին։ Տուփում կգտնեք միայն բնական և պետքական իրեր։



Տուփի չափսերը՝
Երկարություն՝ 25 սմ
Լայնություն՝ 25 սմ
Բարձրությունը՝ 10 սմ",https://static.4u.am/origin/product/1024/FoOq_YW2FDfwXHdb.jpg
156,Նվեր-տուփ «Ochaar» №14,N:088641,Ochaar,,https://4u.am/hy/product/nver-tup-ochaar-no14,6300,"Նվեր-տուփը ներառում է՝- դեմքը խոնավեցնող շիճուկ՝ 2 հատ
- շուրթերի յուղ՝ 1 հատ
- խոնավեցնող դիմակ՝ 1 հատ
- ձեռքի կրեմ՝ 1 հատ
- դիմահարդարման սպունգ՝ 1 հատ

Տուփի չափերը՝
Երկարությունը՝ 220 մմ
Լայնությունը՝ 95 մմ
Բարձրությունը՝ 50 մմ",https://static.4u.am/origin/product/1024/o8U-eGZvKkhfdd7G.jpg
157,Նվեր-տուփ «THE BOX» №41,N:022665,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no41,10000,"Նվեր-տուփը ներառում է՝ 
- փրփրուն գինի Bottega 200 մլ
- շամպայնի բաժակ 2 հատ
- մակարուններ 3 հատ

Տուփի չափերը՝
Երկարությունը՝ 24 սմ
Լայնությունը՝ 20 սմ
Բարձրությունը՝ 8 սմ

Տուփի տեսակը՝ քրաֆթ",https://static.4u.am/origin/product/1024/skOzTOyCC4UG_T8O.jpg
158,Շոկոլադապատ ելակ «Sweet Elak» I love you to the moon and back,N:077721,Sweet Elak,,https://4u.am/hy/product/sokoladapat-elak-sweet-elak-i-love-you-to-the-moon-and-back,9800,"Տուփը ներառում է 9 շոկոլադապատ ելակ։ 
Շոկոլադը՝ բելգիական
Տուփի չափերը՝  16x16x5 սմ

",https://static.4u.am/origin/product/1024/_eFi3hBx1zmEfQrh.jpg
159,Նվեր-տուփ «THE BOX» №87,N:051039,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no87,9500,"Նվեր-տուփը ներառում է՝ 

- Բաժակ 300մլ
- Մեղր 30գ
- Թեյ
- Շոկոլադ Lee
- Մեղրի գդալ

Տուփի չափերը՝ 
Երկարությաուն՝ 18 սմ
Լայնությունը՝ 18 սմ
Բարձրությունը՝ 6 սմ",https://static.4u.am/origin/product/1024/jTg_tbAWU103LNej.jpg
160,Նվեր-տուփ «THE BOX» №3,N:085159,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no3-2,28500,"Տուփը պարունակում է՝

- Ritter Sport շոկոլադե կոնֆետներ 4 հատ
- Lee շոկոլադե կոնֆետներ 3 հատ
- Դրաժե 50 գրամ
- Ritter Sport շոկոլադե կոնֆետներ 3 հատ
- Շոկոլադե սալիկ Ritter Sport պնդուկ 100գ
- Lee շոկոլադե կոնֆետներ 2 հատ
- Դրաժե 150 գրամ
- Վիսկի Jack Daniels 350ml 
- Ferrero Rocher շոկոլադե կոնֆետներ 6 հատ



Տուփի չափերը՝
Երկարությունը՝ 25 սմ 
Լայնությունը՝ 17 սմ
Բարձրությունը՝ 5 սմ",https://static.4u.am/origin/product/1024/-QRfCLHGQ1OtCRIY.jpg
161,Կոմպոզիցիա «THE BOX» №1 տակդիրներով,N:082465,THE BOX,,https://4u.am/hy/product/kompozicia-the-box-no1-takdirnerov,20000,"Կոմպոզիցիան ներառում է՝ 
- Տակդիրներ Pampers 1-ին համարի 42 հատ
- Փափուկ խաղալիք նապաստակ


Կոմպոզիցիայի չափերը՝ 
Տրամագիծը՝ 25 սմ
Բարձրությունը՝ 25 սմ",https://static.4u.am/origin/product/1024/3bgGQf4Z5DglS1Ge.jpg
162,"Նվեր-տուփ «THE BOX» №97 մանկական, աղջկա համար",N:085331,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no97-mankakan-agjka-hamar,8700,"Նվեր-տուփը ներառում է՝ 


- Նկարչական ալբոմ  24 թերթանի
- Վաֆլե կոն Messori
- Ծամվող մարմելադ Vidal ելակով 20 գրամ
- Ծամվող մարմելադ Fruittella 138 գրամ


- Էջանշան գունավոր
- Սառնաշաքար
- Սլայմ բու
- Սլայմ թիթեռնիկով
- Ջրաներկ 6 գույն
- Ներկապնակ
- Մատիտների հավաքածու 12 գույն 





Տուփի չափերը՝  
Երկարությունը՝ 19  սմ 
Լայնությունը՝ 26 սմ
Բարձրությունը՝ 10 սմ

Ապրանքները ենթակա են փոփոխության համարժեք գնով եւ տեսքով ապրանքների հետ:",https://static.4u.am/origin/product/1024/JobjgjhVXZdkNlnH.jpg
163,Նվեր-տուփ «THE BOX» №75 մանկական,N:082446,THE BOX,,https://4u.am/hy/product/nver-tup-the-box-no75-mankakan,24500,"Հավաքածուն ներառում է՝ 

- Խաղալիք արջուկ․ Չափերը՝ Բարձրությունը՝ 15 սմ
- Մանկական տակաշոր 

- Մանկական գոգնոց
- Գլխազարդ
- Ձեռագործ շղթա ծծակի և խաղալիքների համար


Տուփի չափերը՝ 
Երկարությունը՝ 25 սմ
Լայնությունը՝ 20 սմ
Բարձրությունը՝ 9 սմ",https://static.4u.am/origin/product/1024/uSIfgPMI8zOm3dzB.jpg
